gene,top_go
10329@,metabolic process
84899@,metabolic process
5351@,metabolic process
283464@,metabolic process
729920@,metabolic process
55624@,metabolic process
117248@,metabolic process
2591@,cellular process
55568@,metabolic process
57452@,metabolic process
83857@,metabolic process
120071@,metabolic process
5986@,biological regulation
26290@,metabolic process
79147@,metabolic process
374378@,metabolic process
55343@,metabolic process
66008@,cellular process
79695@,metabolic process
10585@,biological regulation
442117@,metabolic process
728819@,metabolic process
79070@,metabolic process
79623@,metabolic process
160335@,metabolic process
2589@,metabolic process
50614@,metabolic process
51809@,metabolic process
2650@,immune system process
5352@,metabolic process
2218@,metabolic process
29954@,biological regulation
23753@,metabolic process
51146@,biological regulation
10610@,metabolic process
8693@,metabolic process
148789@,metabolic process
285203@,metabolic process
727936@,metabolic process
11226@,metabolic process
51006@,localization
6388@,metabolic process
114805@,metabolic process
152002@,metabolic process
160418@,metabolic process
22906@,cellular process
63917@,multicellular organismal process
143888@,metabolic process
83734@,metabolic process
84287@,metabolic process
51125@,localization
51114@,metabolic process
79683@,metabolic process
55650@,metabolic process
64840@,metabolic process
23556@,metabolic process
80055@,metabolic process
64429@,metabolic process
51227@,metabolic process
29801@,cellular process
5281@,metabolic process
84992@,metabolic process
79929@,metabolic process
54872@,metabolic process
619373@,metabolic process
84885@,metabolic process
254359@,metabolic process
57467@,biological regulation
128869@,metabolic process
55733@,cellular process
131540@,metabolic process
79844@,metabolic process
253832@,metabolic process
5279@,metabolic process
100996939@,metabolic process
9397@,metabolic process
29800@,metabolic process
51604@,metabolic process
84243@,metabolic process
55625@,metabolic process
158866@,metabolic process
94005@,metabolic process
7357@,metabolic process
653082@,metabolic process
9488@,metabolic process
51201@,metabolic process
254887@,metabolic process
258010@,metabolic process
10026@,metabolic process
284098@,metabolic process
93210@,metabolic process
80157@,metabolic process
5494@,metabolic process
19@,metabolic process
84720@,metabolic process
5277@,metabolic process
55146@,metabolic process
401647@,metabolic process
5283@,metabolic process
1622@,metabolic process
54965@,metabolic process
65258@,metabolic process
27315@,metabolic process
283576@,metabolic process
93183@,metabolic process
51304@,metabolic process
9487@,metabolic process
8733@,localization
80235@,metabolic process
9091@,metabolic process
23390@,metabolic process
25921@,metabolic process
152503@,metabolic process
25825@,metabolic process
5657@,metabolic process
7079@,metabolic process
29763@,metabolic process
55851@,metabolic process
162540@,metabolic process
7077@,biological regulation
5664@,metabolic process
54926@,metabolic process
7251@,interspecies interaction between organisms
4591@,biological regulation
55284@,response to stimulus
6737@,biological regulation
90025@,metabolic process
55120@,metabolic process
7324@,metabolic process
29089@,metabolic process
23429@,biological regulation
23295@,localization
55658@,metabolic process
5193@,localization
63893@,biological regulation
29128@,biological regulation
56970@,metabolic process
25827@,cellular process
6015@,developmental process
64839@,biological regulation
55768@,metabolic process
91445@,metabolic process
8192@,metabolic process
83752@,localization
10444@,biological regulation
55139@,response to stimulus
79699@,biological regulation
79139@,cellular process
10730@,metabolic process
4126@,metabolic process
55741@,biological regulation
111089941@,biological regulation
26232@,metabolic process
93611@,metabolic process
126433@,metabolic process
9695@,biological regulation
1990@,metabolic process
342897@,metabolic process
80267@,metabolic process
115290@,metabolic process
267@,cellular process
64772@,metabolic process
7844@,metabolic process
10299@,metabolic process
11236@,biological regulation
84447@,biological regulation
6400@,metabolic process
10206@,biological regulation
10956@,localization
175@,metabolic process
51582@,metabolic process
4947@,biological regulation
4946@,biological regulation
4953@,biological regulation
51686@,biological regulation
1610@,localization
4942@,metabolic process
79814@,metabolic process
2184@,metabolic process
54529@,metabolic process
80150@,metabolic process
374569@,metabolic process
137362@,metabolic process
8528@,localization
443@,biological regulation
144193@,metabolic process
27165@,metabolic process
2747@,metabolic process
10841@,metabolic process
131669@,metabolic process
80017@,metabolic process
5625@,metabolic process
10588@,metabolic process
2746@,metabolic process
3034@,metabolic process
92292@,metabolic process
51557@,metabolic process
26227@,metabolic process
10249@,response to stimulus
113675@,metabolic process
10247@,metabolic process
2731@,response to stimulus
2653@,metabolic process
275@,metabolic process
157739@,metabolic process
23464@,metabolic process
138199@,metabolic process
587@,metabolic process
3712@,metabolic process
586@,metabolic process
54511@,metabolic process
549@,metabolic process
64087@,metabolic process
56922@,metabolic process
85007@,metabolic process
89874@,localization
123688@,metabolic process
1428@,metabolic process
60496@,metabolic process
2639@,metabolic process
27430@,metabolic process
4144@,metabolic process
262@,metabolic process
5092@,metabolic process
883@,metabolic process
3242@,metabolic process
259307@,metabolic process
3081@,metabolic process
5053@,metabolic process
65263@,metabolic process
5831@,response to stimulus
122945@,metabolic process
29920@,metabolic process
256987@,metabolic process
29968@,metabolic process
10955@,metabolic process
5723@,metabolic process
125061@,metabolic process
169355@,metabolic process
23498@,metabolic process
389434@,metabolic process
7299@,metabolic process
11112@,metabolic process
27034@,metabolic process
26275@,metabolic process
6303@,metabolic process
1757@,metabolic process
1725@,metabolic process
121278@,metabolic process
29958@,metabolic process
54498@,metabolic process
438@,metabolic process
340562@,metabolic process
113451@,metabolic process
196743@,localization
23446@,metabolic process
4128@,metabolic process
100289017@,metabolic process
55349@,metabolic process
7166@,metabolic process
1119@,metabolic process
112483@,metabolic process
6723@,metabolic process
284161@,metabolic process
27163@,metabolic process
26002@,metabolic process
51573@,metabolic process
1644@,metabolic process
1384@,localization
8424@,metabolic process
54677@,localization
55217@,metabolic process
6583@,metabolic process
34@,metabolic process
126129@,metabolic process
1375@,localization
126321@,metabolic process
283652@,metabolic process
4157@,cellular process
434@,cellular process
6490@,metabolic process
51151@,metabolic process
4948@,reproductive process
7306@,metabolic process
6620@,metabolic process
314@,response to stimulus
285671@,biological regulation
9627@,metabolic process
340595@,metabolic process
5409@,metabolic process
2861@,biological regulation
1733@,metabolic process
405753@,biological regulation
6528@,response to stimulus
1081@,metabolic process
90527@,biological regulation
10404@,metabolic process
7038@,metabolic process
6567@,metabolic process
53919@,biological regulation
53905@,response to stimulus
7173@,metabolic process
50506@,response to stimulus
1160@,metabolic process
1159@,metabolic process
548596@,metabolic process
1158@,metabolic process
1152@,biological regulation
2593@,metabolic process
55916@,localization
23534@,localization
1994@,biological regulation
400966@,localization
5569@,biological regulation
10204@,biological regulation
51501@,developmental process
55027@,cellular process
84220@,localization
51194@,localization
754@,localization
653489@,localization
51569@,metabolic process
8720@,metabolic process
9478@,biological regulation
51307@,localization
30000@,localization
3840@,interspecies interaction between organisms
999@,response to stimulus
285190@,localization
137735@,cellular process
868@,cellular process
11142@,biological regulation
23435@,biological regulation
503542@,localization
729540@,localization
9670@,localization
152877@,localization
729857@,localization
55696@,localization
3842@,localization
10526@,biological regulation
3841@,interspecies interaction between organisms
727851@,localization
7545@,developmental process
63928@,biological regulation
26953@,localization
55705@,localization
3839@,interspecies interaction between organisms
9679@,localization
55374@,localization
1434@,localization
64901@,localization
84455@,localization
5905@,localization
126549@,biological regulation
51496@,biological regulation
23214@,localization
64328@,biological regulation
3429@,interspecies interaction between organisms
202151@,biological regulation
1959@,developmental process
2010@,cellular process
51277@,biological regulation
8498@,localization
23039@,localization
55437@,biological regulation
6815@,biological regulation
54535@,localization
7295@,localization
92335@,localization
6728@,localization
6746@,localization
6727@,localization
133022@,localization
6730@,localization
2664@,localization
1121@,metabolic process
6449@,localization
285966@,biological regulation
27342@,localization
51762@,localization
10952@,localization
85377@,localization
5174@,localization
54557@,cellular process
155382@,cellular process
137492@,cellular process
6745@,cellular process
7095@,localization
79720@,interspecies interaction between organisms
9747@,biological regulation
10369@,localization
9847@,localization
55048@,cellular process
7485@,localization
8504@,localization
23471@,localization
130617@,biological regulation
6747@,localization
55670@,localization
56288@,cellular process
282679@,localization
9697@,localization
439@,cellular process
5824@,localization
29927@,localization
6731@,localization
55176@,localization
9409@,localization
117177@,cellular process
6734@,cellular process
6729@,cellular process
123264@,localization
5830@,localization
11014@,localization
81573@,localization
64714@,localization
11015@,localization
9648@,localization
8031@,biological regulation
374666@,localization
51172@,localization
26985@,localization
9146@,cellular process
9765@,localization
9179@,localization
6272@,biological regulation
64089@,localization
950@,biological regulation
4074@,localization
9570@,cellular process
143187@,cellular process
84315@,localization
23230@,localization
27072@,localization
22879@,localization
29100@,metabolic process
23600@,localization
10901@,localization
5195@,localization
8443@,localization
5192@,localization
8309@,localization
1891@,localization
5190@,localization
10455@,localization
51555@,localization
8310@,localization
26063@,localization
54469@,localization
390916@,localization
373156@,localization
219743@,localization
8540@,localization
5189@,localization
25813@,cellular process
10055@,biological regulation
164153@,biological regulation
29090@,cellular process
10953@,localization
10531@,localization
7332@,biological regulation
90580@,cellular process
100287932@,localization
23203@,localization
9804@,localization
293@,localization
131118@,biological regulation
29928@,cellular process
89781@,pigmentation
26519@,cellular process
79778@,localization
9868@,localization
10452@,localization
728489@,localization
58480@,cellular process
387990@,localization
134266@,localization
10440@,localization
55750@,cellular process
9530@,biological regulation
22885@,biological regulation
80273@,localization
59286@,biological regulation
283514@,biological regulation
401505@,localization
26517@,cellular process
196294@,localization
4285@,localization
26521@,localization
26515@,localization
10469@,localization
10425@,biological regulation
9512@,localization
26520@,cellular process
56993@,cellular process
3308@,cellular process
118424@,biological regulation
54741@,localization
84134@,localization
84709@,biological regulation
10245@,localization
55823@,localization
9520@,biological regulation
100652748@,localization
283985@,metabolic process
51141@,metabolic process
27349@,metabolic process
51144@,metabolic process
51102@,metabolic process
197322@,metabolic process
6296@,metabolic process
55301@,metabolic process
116519@,metabolic process
22937@,metabolic process
2695@,biological regulation
348158@,response to stimulus
85414@,biological regulation
9926@,metabolic process
3638@,metabolic process
8560@,metabolic process
54995@,metabolic process
79966@,metabolic process
643181@,metabolic process
341392@,metabolic process
406959@,metabolic process
142827@,metabolic process
407053@,metabolic process
241@,cellular process
11160@,metabolic process
100302288@,metabolic process
57761@,biological regulation
341@,biological regulation
123876@,metabolic process
10613@,metabolic process
23038@,biological regulation
58526@,localization
54988@,metabolic process
7923@,metabolic process
407039@,biological regulation
84869@,metabolic process
116285@,response to stimulus
3995@,metabolic process
3990@,cellular process
55258@,metabolic process
2110@,metabolic process
35@,metabolic process
2108@,metabolic process
39@,metabolic process
2109@,metabolic process
1632@,metabolic process
80724@,metabolic process
56898@,metabolic process
84129@,metabolic process
1892@,metabolic process
2168@,response to stimulus
55268@,metabolic process
55289@,biological regulation
440503@,biological regulation
55862@,metabolic process
3032@,metabolic process
10449@,metabolic process
3030@,metabolic process
284486@,metabolic process
9374@,metabolic process
641372@,metabolic process
84188@,metabolic process
55711@,metabolic process
109703458@,metabolic process
84693@,metabolic process
80221@,metabolic process
84320@,metabolic process
23597@,metabolic process
117145@,metabolic process
2169@,metabolic process
392636@,metabolic process
2172@,metabolic process
160851@,metabolic process
11057@,reproductive process
8526@,metabolic process
9663@,metabolic process
57104@,biological regulation
1607@,metabolic process
9489@,metabolic process
51099@,biological regulation
11145@,metabolic process
139189@,metabolic process
646409@,metabolic process
80025@,reproductive process
9162@,behavior
2784@,biological regulation
8527@,cellular process
1606@,metabolic process
5408@,metabolic process
64788@,biological regulation
8525@,biological regulation
646486@,metabolic process
1608@,metabolic process
128486@,biological regulation
13@,response to stimulus
285848@,biological regulation
64900@,metabolic process
1071@,biological regulation
347516@,metabolic process
150379@,biological regulation
23399@,cellular process
255919@,cellular process
55911@,metabolic process
2170@,biological regulation
7069@,localization
7920@,metabolic process
64850@,metabolic process
10390@,metabolic process
23761@,metabolic process
85465@,metabolic process
5833@,metabolic process
1120@,metabolic process
55500@,metabolic process
283748@,metabolic process
5322@,localization
79888@,biological regulation
5337@,cellular process
248@,metabolic process
149998@,metabolic process
200879@,metabolic process
81579@,localization
254531@,metabolic process
114971@,metabolic process
54675@,response to stimulus
10809@,cellular process
204962@,metabolic process
57153@,localization
171586@,metabolic process
1103@,metabolic process
56994@,metabolic process
56910@,metabolic process
3931@,cellular process
5130@,metabolic process
1457@,cellular process
84879@,localization
80736@,developmental process
23682@,biological regulation
126969@,metabolic process
57515@,biological regulation
114884@,localization
114882@,biological regulation
51365@,metabolic process
10162@,metabolic process
114879@,localization
154141@,metabolic process
9791@,metabolic process
123745@,metabolic process
347735@,biological regulation
81490@,metabolic process
9896@,metabolic process
377@,localization
26751@,metabolic process
5298@,metabolic process
4952@,metabolic process
6305@,metabolic process
5783@,metabolic process
9110@,biological regulation
23533@,metabolic process
5867@,biological regulation
9107@,metabolic process
8395@,metabolic process
83394@,metabolic process
56623@,cellular process
660@,metabolic process
65977@,localization
66036@,metabolic process
22908@,metabolic process
55613@,metabolic process
5288@,metabolic process
55300@,cellular process
8394@,metabolic process
27124@,biological regulation
64419@,metabolic process
5287@,metabolic process
3631@,metabolic process
93492@,metabolic process
5297@,metabolic process
54545@,metabolic process
8871@,metabolic process
57605@,localization
116986@,metabolic process
8821@,metabolic process
9108@,metabolic process
8867@,behavior
84725@,localization
23396@,cellular process
80230@,metabolic process
8776@,metabolic process
55697@,metabolic process
9600@,cellular process
387521@,metabolic process
25979@,metabolic process
255043@,metabolic process
54947@,metabolic process
2717@,metabolic process
64090@,metabolic process
6489@,metabolic process
64781@,metabolic process
57704@,biological regulation
57488@,metabolic process
26301@,metabolic process
57733@,metabolic process
55627@,metabolic process
410@,metabolic process
285362@,metabolic process
6609@,biological regulation
2581@,cellular process
83850@,metabolic process
1390@,metabolic process
412@,metabolic process
51228@,metabolic process
5476@,metabolic process
4668@,metabolic process
29906@,metabolic process
23344@,metabolic process
6610@,biological regulation
25870@,metabolic process
427@,metabolic process
127550@,metabolic process
10924@,metabolic process
171546@,metabolic process
126410@,metabolic process
1455@,biological regulation
8439@,metabolic process
91012@,metabolic process
283970@,metabolic process
55331@,metabolic process
8613@,metabolic process
2531@,metabolic process
23042@,metabolic process
5168@,cellular process
10715@,response to stimulus
64801@,metabolic process
55304@,metabolic process
23659@,metabolic process
130367@,metabolic process
10087@,localization
8612@,metabolic process
2055@,metabolic process
10558@,metabolic process
259230@,metabolic process
81537@,biological regulation
8611@,metabolic process
55852@,metabolic process
2525@,metabolic process
125981@,metabolic process
94103@,biological regulation
94101@,biological regulation
79603@,metabolic process
83723@,metabolic process
204219@,metabolic process
29956@,biological regulation
253782@,metabolic process
768239@,reproductive process
6439@,multicellular organismal process
9517@,metabolic process
23683@,metabolic process
165679@,metabolic process
29095@,biological regulation
9217@,cellular process
9218@,interspecies interaction between organisms
20@,biological regulation
142891@,biological regulation
166929@,biological regulation
375298@,metabolic process
151742@,metabolic process
123099@,metabolic process
2681@,metabolic process
5444@,biological regulation
5446@,metabolic process
4259@,response to stimulus
4258@,metabolic process
92086@,metabolic process
5445@,metabolic process
145482@,metabolic process
728226@,metabolic process
8824@,response to stimulus
2687@,metabolic process
11283@,metabolic process
284273@,metabolic process
1646@,metabolic process
2679@,metabolic process
22949@,metabolic process
91227@,metabolic process
728441@,metabolic process
124975@,metabolic process
4363@,localization
2686@,metabolic process
9453@,metabolic process
1718@,metabolic process
1717@,metabolic process
4800@,metabolic process
3930@,metabolic process
29881@,metabolic process
4801@,metabolic process
6307@,metabolic process
7108@,metabolic process
91734@,metabolic process
4047@,metabolic process
6309@,metabolic process
406961@,metabolic process
51478@,metabolic process
9619@,biological regulation
10682@,metabolic process
6713@,metabolic process
51360@,metabolic process
3422@,metabolic process
2222@,metabolic process
23541@,metabolic process
2224@,metabolic process
4802@,metabolic process
403313@,metabolic process
1727@,metabolic process
2264@,cellular process
26031@,metabolic process
114883@,metabolic process
9023@,metabolic process
51302@,metabolic process
134429@,localization
1582@,metabolic process
5007@,localization
1593@,metabolic process
10858@,metabolic process
9420@,cellular process
6718@,metabolic process
114880@,biological regulation
9965@,cellular process
8647@,metabolic process
340895@,biological regulation
9885@,localization
114881@,localization
80270@,metabolic process
112812@,metabolic process
9256@,localization
1583@,metabolic process
3972@,reproductive process
83930@,metabolic process
2230@,metabolic process
2232@,metabolic process
10948@,localization
3283@,metabolic process
3284@,metabolic process
1586@,metabolic process
3293@,developmental process
6716@,developmental process
8630@,metabolic process
51171@,metabolic process
3292@,metabolic process
79154@,metabolic process
51170@,metabolic process
1589@,metabolic process
3290@,developmental process
8578@,metabolic process
1591@,metabolic process
8074@,biological regulation
55809@,metabolic process
57107@,metabolic process
10577@,localization
23590@,metabolic process
4935@,cellular process
84105@,metabolic process
5805@,metabolic process
6697@,metabolic process
160428@,metabolic process
759@,localization
10797@,metabolic process
81855@,metabolic process
10840@,metabolic process
25961@,metabolic process
200035@,metabolic process
83594@,metabolic process
133686@,metabolic process
2326@,response to stimulus
9540@,metabolic process
2327@,response to stimulus
56997@,metabolic process
51117@,metabolic process
93058@,metabolic process
160760@,biological regulation
10229@,metabolic process
29914@,metabolic process
79934@,developmental process
84883@,cellular process
80219@,metabolic process
84274@,metabolic process
51004@,metabolic process
80308@,metabolic process
2952@,metabolic process
55748@,metabolic process
79094@,biological regulation
2949@,metabolic process
2944@,detoxification
2936@,detoxification
2937@,metabolic process
221357@,response to stimulus
26873@,metabolic process
2953@,metabolic process
23474@,metabolic process
494143@,metabolic process
25974@,metabolic process
2941@,response to stimulus
653689@,metabolic process
2939@,response to stimulus
2940@,response to stimulus
9605@,metabolic process
267020@,metabolic process
432369@,metabolic process
113235@,localization
135293@,metabolic process
8836@,response to stimulus
6573@,localization
81034@,localization
2346@,metabolic process
8884@,metabolic process
8875@,metabolic process
5360@,biological regulation
3141@,metabolic process
5095@,metabolic process
1504@,cellular process
55788@,localization
81693@,localization
113278@,metabolic process
55065@,metabolic process
686@,metabolic process
6515@,metabolic process
120227@,response to stimulus
5644@,cellular process
326625@,metabolic process
874@,metabolic process
171425@,biological regulation
119391@,response to stimulus
11330@,metabolic process
60386@,localization
55312@,metabolic process
80704@,metabolic process
5646@,immune system process
166785@,metabolic process
51293@,biological regulation
79178@,metabolic process
154807@,metabolic process
79001@,biological regulation
5826@,response to stimulus
5096@,metabolic process
9962@,localization
9963@,metabolic process
27249@,metabolic process
79581@,metabolic process
51248@,cellular process
10560@,localization
27010@,metabolic process
54@,metabolic process
8029@,localization
440387@,cellular process
2638@,localization
55350@,metabolic process
1528@,metabolic process
4338@,metabolic process
55034@,metabolic process
4337@,metabolic process
9054@,cellular process
7390@,metabolic process
5498@,metabolic process
3145@,metabolic process
1371@,metabolic process
402055@,biological regulation
644@,metabolic process
55316@,metabolic process
211@,metabolic process
210@,response to stimulus
259@,metabolic process
200205@,cellular process
51629@,metabolic process
3163@,biological regulation
7389@,metabolic process
645@,metabolic process
10058@,biological regulation
2235@,response to stimulus
9562@,metabolic process
149428@,metabolic process
663@,biological regulation
158471@,metabolic process
58497@,biological regulation
654816@,metabolic process
375387@,localization
2773@,biological regulation
57580@,biological regulation
26574@,biological regulation
654817@,metabolic process
10811@,metabolic process
124056@,cellular process
151647@,immune system process
57412@,response to stimulus
57491@,response to stimulus
4835@,biological regulation
670@,response to stimulus
23491@,response to stimulus
64757@,response to stimulus
1429@,response to stimulus
54905@,response to stimulus
2052@,response to stimulus
134147@,response to stimulus
10@,response to stimulus
9@,response to stimulus
2328@,response to stimulus
196@,response to stimulus
54996@,response to stimulus
9915@,response to stimulus
80777@,response to stimulus
95@,response to stimulus
246181@,response to stimulus
590@,metabolic process
91703@,response to stimulus
8639@,response to stimulus
26@,response to stimulus
2644@,metabolic process
8570@,localization
406994@,biological regulation
54020@,localization
51447@,metabolic process
11095@,localization
84255@,localization
142680@,biological regulation
6575@,localization
56172@,biological regulation
5250@,localization
219855@,localization
6569@,biological regulation
6574@,localization
10786@,localization
9213@,biological regulation
6568@,localization
10568@,biological regulation
10861@,metabolic process
80727@,localization
9635@,localization
2559@,localization
200959@,localization
1182@,cellular process
55129@,localization
338440@,biological regulation
9022@,localization
1192@,cellular process
6559@,biological regulation
2554@,localization
26285@,localization
1836@,metabolic process
2564@,localization
9990@,biological regulation
1185@,localization
6558@,biological regulation
7439@,localization
5030@,localization
1187@,localization
65012@,localization
2562@,biological regulation
2556@,localization
7809@,localization
53405@,localization
2742@,localization
2560@,localization
2570@,localization
121601@,localization
2555@,localization
6557@,biological regulation
5031@,biological regulation
84561@,biological regulation
57468@,behavior
266675@,localization
2569@,localization
57282@,biological regulation
10723@,biological regulation
9629@,localization
23155@,localization
56996@,biological regulation
2563@,localization
1179@,localization
1811@,reproductive process
54102@,localization
54831@,localization
203859@,localization
5593@,localization
57719@,localization
2568@,localization
115019@,localization
766@,biological regulation
94015@,localization
57101@,localization
144453@,localization
8001@,localization
6560@,biological regulation
22802@,localization
50636@,localization
65010@,localization
1188@,localization
1193@,biological regulation
5243@,localization
1183@,localization
2565@,localization
2567@,localization
2557@,localization
63982@,localization
2566@,localization
2561@,response to stimulus
55879@,localization
10316@,cellular process
1186@,localization
55248@,localization
5172@,localization
1184@,localization
116369@,localization
362@,localization
6563@,localization
366@,localization
364@,localization
343@,response to stimulus
7380@,developmental process
89872@,response to stimulus
363@,localization
10815@,cellular process
284111@,localization
320@,localization
2912@,biological regulation
22999@,reproductive process
8500@,biological regulation
64849@,localization
8541@,biological regulation
8499@,localization
8497@,localization
2352@,localization
26266@,localization
6561@,localization
9058@,localization
94097@,localization
788@,localization
153328@,localization
283600@,localization
283130@,localization
9194@,localization
162515@,localization
347411@,localization
10367@,response to stimulus
79568@,biological regulation
6687@,localization
91689@,biological regulation
3954@,cellular process
168620@,biological regulation
10939@,cellular process
63933@,biological regulation
55013@,biological regulation
221154@,biological regulation
286097@,localization
55754@,localization
5205@,developmental process
10928@,localization
5002@,localization
127700@,localization
83959@,biological regulation
6584@,localization
6580@,localization
115286@,localization
6582@,localization
6565@,localization
51296@,localization
729025@,localization
6564@,localization
11060@,biological regulation
92714@,cellular process
29957@,localization
347734@,metabolic process
83447@,localization
284427@,localization
292@,biological regulation
2705@,localization
284439@,localization
51000@,metabolic process
85320@,localization
9197@,localization
255022@,localization
64078@,localization
9154@,localization
26503@,localization
4794@,localization
6540@,localization
119559@,localization
23677@,localization
118980@,localization
9900@,localization
7504@,developmental process
388662@,localization
57709@,localization
3993@,localization
23627@,reproductive process
90639@,cellular process
4502@,detoxification
28952@,localization
26234@,biological regulation
4682@,biological regulation
164656@,biological regulation
51310@,biological regulation
79901@,biological regulation
57217@,biological regulation
22@,biological regulation
148738@,biological regulation
4738@,biological regulation
84317@,cellular process
147007@,cellular process
9429@,biological regulation
4493@,response to stimulus
4501@,response to stimulus
84560@,response to stimulus
4495@,detoxification
4499@,response to stimulus
4496@,response to stimulus
4489@,response to stimulus
4490@,response to stimulus
326343@,response to stimulus
3932@,immune system process
645745@,response to stimulus
4494@,response to stimulus
479@,localization
496@,localization
480@,localization
64699@,multicellular organismal process
478@,localization
495@,localization
310@,biological regulation
3783@,localization
83697@,localization
1657@,biological regulation
4097@,biological regulation
284525@,localization
285335@,localization
23557@,cellular process
23315@,biological regulation
653519@,localization
65082@,cellular process
9777@,biological regulation
51463@,localization
6522@,localization
6553@,localization
84679@,biological regulation
92270@,biological regulation
51458@,localization
356@,cellular process
285195@,localization
79641@,biological regulation
23312@,biological regulation
150159@,reproductive process
6549@,localization
6550@,localization
80231@,biological regulation
10479@,biological regulation
9276@,localization
381@,localization
662@,localization
23299@,localization
10972@,metabolic process
10079@,localization
54732@,localization
51290@,localization
10960@,localization
10749@,localization
372@,localization
26958@,localization
11316@,localization
26286@,localization
83548@,localization
25839@,localization
23760@,localization
64083@,immune system process
347517@,localization
22818@,localization
55738@,localization
22820@,localization
150786@,localization
1315@,localization
55204@,localization
53407@,localization
84364@,localization
51014@,localization
54943@,localization
84084@,localization
23423@,localization
91949@,localization
51560@,localization
51272@,localization
51226@,localization
374868@,localization
57222@,localization
8775@,cellular process
57410@,localization
8729@,response to stimulus
1314@,localization
6836@,localization
11070@,localization
51614@,localization
55850@,localization
9382@,cellular process
10466@,localization
8774@,biological regulation
100128327@,localization
22796@,cellular process
2802@,localization
7109@,cellular process
57511@,localization
84342@,localization
27095@,cellular process
9527@,localization
4430@,localization
23233@,localization
6293@,localization
79585@,localization
27252@,localization
80262@,localization
23163@,localization
51479@,localization
11031@,biological regulation
9135@,localization
55763@,localization
10791@,localization
6102@,cellular process
29091@,localization
90196@,localization
9919@,cellular process
54520@,localization
114815@,cellular process
57120@,biological regulation
2803@,localization
23062@,localization
51542@,cellular process
10067@,localization
26088@,localization
3996@,localization
8674@,localization
64145@,localization
25837@,localization
10066@,localization
54536@,localization
8548@,localization
644145@,localization
55770@,localization
9522@,localization
149371@,localization
23033@,localization
9980@,localization
55297@,localization
163882@,localization
23041@,localization
10139@,localization
5877@,localization
57020@,localization
9581@,cellular process
3875@,localization
122553@,cellular process
58485@,cellular process
10342@,cellular process
9892@,cellular process
51693@,cellular process
89866@,cellular process
54874@,localization
10483@,localization
1453@,cellular process
5537@,cellular process
51399@,cellular process
126003@,cellular process
6517@,metabolic process
149111@,cellular process
8724@,localization
10282@,cellular process
11196@,cellular process
8615@,cellular process
25956@,localization
111240474@,cellular process
23243@,cellular process
55291@,cellular process
399687@,cellular process
8301@,metabolic process
83696@,cellular process
22870@,cellular process
6811@,cellular process
79090@,cellular process
6399@,cellular process
254263@,cellular process
10175@,cellular process
2890@,cellular process
55773@,metabolic process
57234@,cellular process
84984@,cellular process
9342@,cellular process
10652@,cellular process
64149@,cellular process
4033@,reproductive process
55717@,biological regulation
157769@,cellular process
201475@,cellular process
26276@,cellular process
1488@,interspecies interaction between organisms
57617@,cellular process
54843@,cellular process
9751@,cellular process
11311@,cellular process
6809@,biological regulation
440279@,cellular process
376267@,cellular process
10244@,cellular process
5872@,reproductive process
152579@,cellular process
4218@,biological regulation
115827@,cellular process
26258@,cellular process
203062@,cellular process
116841@,cellular process
9882@,cellular process
8677@,cellular process
84079@,localization
415117@,cellular process
9482@,cellular process
57586@,biological regulation
2054@,cellular process
9392@,localization
85409@,biological regulation
8676@,cellular process
79363@,cellular process
6843@,cellular process
8447@,cellular process
54809@,cellular process
594855@,cellular process
64601@,localization
23355@,cellular process
23339@,localization
10228@,cellular process
286753@,localization
114088@,biological regulation
8411@,cellular process
8675@,cellular process
55604@,cellular process
150696@,biological regulation
30844@,localization
4240@,cellular process
375033@,cellular process
84466@,cellular process
389610@,cellular process
343702@,cellular process
286046@,cellular process
51411@,cellular process
55113@,cellular process
391@,cellular process
10347@,biological regulation
114786@,cellular process
51454@,cellular process
9938@,cellular process
389668@,cellular process
4481@,biological regulation
22836@,cellular process
8685@,cellular process
3092@,cellular process
100506742@,biological regulation
8795@,response to stimulus
838@,response to stimulus
10017@,biological regulation
56616@,biological regulation
9994@,response to stimulus
1611@,biological regulation
489@,biological regulation
23581@,biological regulation
23787@,biological regulation
27018@,biological regulation
8797@,response to stimulus
80759@,biological regulation
22861@,biological regulation
355@,response to stimulus
23786@,biological regulation
112399@,biological regulation
100129128@,biological regulation
9966@,biological regulation
843@,biological regulation
11132@,cellular process
162989@,biological regulation
10904@,cellular process
752@,biological regulation
23294@,cellular process
22801@,cellular process
2046@,biological regulation
51330@,biological regulation
23607@,metabolic process
6752@,cellular process
10203@,cellular process
79041@,multicellular organismal process
6869@,response to stimulus
1264@,biological regulation
85366@,multicellular organismal process
10398@,cellular process
1129@,response to stimulus
55151@,multicellular organismal process
126393@,cellular process
4608@,multicellular organismal process
4660@,biological regulation
4636@,biological regulation
9312@,multicellular organismal process
4629@,cellular process
6525@,multicellular organismal process
4295@,multicellular organismal process
4638@,response to stimulus
219931@,biological regulation
9826@,cellular process
6444@,cellular process
70@,multicellular organismal process
4632@,multicellular organismal process
56203@,developmental process
127294@,multicellular organismal process
1837@,multicellular organismal process
23676@,multicellular organismal process
10324@,cellular process
90625@,cellular process
259249@,response to stimulus
6289@,locomotion
50616@,response to stimulus
9332@,response to stimulus
5068@,immune system process
6291@,locomotion
23780@,metabolic process
3240@,biological regulation
10219@,response to stimulus
9214@,response to stimulus
4046@,response to stimulus
